ticker,googleTicker,companyName,sector,currentPrice,currentMarketCap,volume,price1D,price1W,price1M,price1Q,price1Y,price2Y,price3Y,price5Y,priceLongest
CPAY,CPAY,Corpay,Financials,"=IFERROR(GOOGLEFINANCE(B132,""price""),"""")","=IFERROR(GOOGLEFINANCE(B132,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B132,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B132,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B132,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B132,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B132,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B132,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B132,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B132,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B132,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B132,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
CTVA,CTVA,Corteva,Materials,"=IFERROR(GOOGLEFINANCE(B133,""price""),"""")","=IFERROR(GOOGLEFINANCE(B133,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B133,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B133,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B133,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B133,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B133,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B133,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B133,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B133,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B133,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B133,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
CSGP,CSGP,CoStar Group,Real Estate,"=IFERROR(GOOGLEFINANCE(B134,""price""),"""")","=IFERROR(GOOGLEFINANCE(B134,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B134,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B134,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B134,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B134,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B134,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B134,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B134,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B134,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B134,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B134,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
COST,COST,Costco,Consumer Staples,"=IFERROR(GOOGLEFINANCE(B135,""price""),"""")","=IFERROR(GOOGLEFINANCE(B135,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B135,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B135,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B135,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B135,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B135,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B135,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B135,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B135,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B135,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B135,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
CRH,CRH,CRH plc,Materials,"=IFERROR(GOOGLEFINANCE(B136,""price""),"""")","=IFERROR(GOOGLEFINANCE(B136,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B136,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B136,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B136,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B136,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B136,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B136,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B136,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B136,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B136,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B136,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
CRWD,CRWD,CrowdStrike,Information Technology,"=IFERROR(GOOGLEFINANCE(B137,""price""),"""")","=IFERROR(GOOGLEFINANCE(B137,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B137,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B137,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B137,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B137,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B137,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B137,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B137,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B137,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B137,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B137,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
CCI,CCI,Crown Castle,Real Estate,"=IFERROR(GOOGLEFINANCE(B138,""price""),"""")","=IFERROR(GOOGLEFINANCE(B138,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B138,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B138,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B138,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B138,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B138,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B138,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B138,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B138,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B138,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B138,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
CSX,CSX,CSX Corporation,Industrials,"=IFERROR(GOOGLEFINANCE(B139,""price""),"""")","=IFERROR(GOOGLEFINANCE(B139,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B139,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B139,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B139,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B139,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B139,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B139,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B139,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B139,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B139,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B139,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
CMI,CMI,Cummins,Industrials,"=IFERROR(GOOGLEFINANCE(B140,""price""),"""")","=IFERROR(GOOGLEFINANCE(B140,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B140,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B140,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B140,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B140,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B140,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B140,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B140,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B140,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B140,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B140,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
CVS,CVS,CVS Health,Health Care,"=IFERROR(GOOGLEFINANCE(B141,""price""),"""")","=IFERROR(GOOGLEFINANCE(B141,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B141,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B141,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B141,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B141,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B141,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B141,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B141,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B141,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B141,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B141,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
DHR,DHR,Danaher Corporation,Health Care,"=IFERROR(GOOGLEFINANCE(B142,""price""),"""")","=IFERROR(GOOGLEFINANCE(B142,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B142,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B142,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B142,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B142,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B142,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B142,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B142,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B142,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B142,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B142,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
DRI,DRI,Darden Restaurants,Consumer Discretionary,"=IFERROR(GOOGLEFINANCE(B143,""price""),"""")","=IFERROR(GOOGLEFINANCE(B143,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B143,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B143,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B143,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B143,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B143,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B143,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B143,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B143,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B143,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B143,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
DDOG,DDOG,Datadog,Information Technology,"=IFERROR(GOOGLEFINANCE(B144,""price""),"""")","=IFERROR(GOOGLEFINANCE(B144,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B144,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B144,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B144,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B144,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B144,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B144,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B144,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B144,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B144,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B144,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
DVA,DVA,DaVita,Health Care,"=IFERROR(GOOGLEFINANCE(B145,""price""),"""")","=IFERROR(GOOGLEFINANCE(B145,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B145,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B145,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B145,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B145,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B145,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B145,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B145,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B145,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B145,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B145,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
DECK,DECK,Deckers Brands,Consumer Discretionary,"=IFERROR(GOOGLEFINANCE(B146,""price""),"""")","=IFERROR(GOOGLEFINANCE(B146,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B146,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B146,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B146,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B146,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B146,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B146,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B146,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B146,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B146,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B146,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
DE,DE,Deere & Company,Industrials,"=IFERROR(GOOGLEFINANCE(B147,""price""),"""")","=IFERROR(GOOGLEFINANCE(B147,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B147,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B147,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B147,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B147,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B147,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B147,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B147,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B147,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B147,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B147,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
DELL,DELL,Dell Technologies,Information Technology,"=IFERROR(GOOGLEFINANCE(B148,""price""),"""")","=IFERROR(GOOGLEFINANCE(B148,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B148,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B148,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B148,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B148,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B148,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B148,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B148,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B148,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B148,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B148,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
DAL,DAL,Delta Air Lines,Industrials,"=IFERROR(GOOGLEFINANCE(B149,""price""),"""")","=IFERROR(GOOGLEFINANCE(B149,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B149,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B149,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B149,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B149,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B149,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B149,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B149,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B149,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B149,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B149,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
DVN,DVN,Devon Energy,Energy,"=IFERROR(GOOGLEFINANCE(B150,""price""),"""")","=IFERROR(GOOGLEFINANCE(B150,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B150,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B150,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B150,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B150,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B150,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B150,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B150,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B150,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B150,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B150,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
DXCM,DXCM,Dexcom,Health Care,"=IFERROR(GOOGLEFINANCE(B151,""price""),"""")","=IFERROR(GOOGLEFINANCE(B151,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B151,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B151,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B151,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B151,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B151,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B151,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B151,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B151,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B151,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B151,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
FANG,FANG,Diamondback Energy,Energy,"=IFERROR(GOOGLEFINANCE(B152,""price""),"""")","=IFERROR(GOOGLEFINANCE(B152,""marketcap""),"""")","=IFERROR(GOOGLEFINANCE(B152,""volume""),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B152,""close"",WORKDAY(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B152,""close"",WORKDAY(TODAY(),-5),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B152,""close"",EDATE(TODAY(),-1),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B152,""close"",EDATE(TODAY(),-3),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B152,""close"",EDATE(TODAY(),-12),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B152,""close"",EDATE(TODAY(),-24),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B152,""close"",EDATE(TODAY(),-36),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B152,""close"",EDATE(TODAY(),-60),TODAY()),2,2),"""")","=IFERROR(INDEX(GOOGLEFINANCE(B152,""close"",DATE(1970,1,1),TODAY()),2,2),"""")"
